Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
658,44," $62,223.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
659,53," $167,661.00 ",No,Masters,0,18,Highly Urban/ Urban," $10,421.00 "," $13,026.25 "
660,37," $44,705.00 ",Yes,Masters,4,13,Highly Urban/ Urban, $-   , $-   
661,53," $68,336.00 ",Yes,Bachelors,1,6,Highly Urban/ Urban, $-   , $-   
662,56," $44,320.00 ",Yes,Bachelors,7,15,Highly Urban/ Urban," $3,211.00 "," $4,013.75 "
663,52," $154,956.00 ",No,Masters,2,16,Highly Urban/ Urban, $-   , $-   
664,58," $7,452.00 ",No,High School,0,1,Highly Urban/ Urban," $9,231.00 "," $11,538.75 "
665,42," $73,694.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
666,52," $57,536.00 ",Yes,High School,0,6,Highly Rural/ Rural, $-   , $-   
667,45," $44,786.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   , $-   
668,39," $56,014.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
669,47," $38,760.00 ",No,Bachelors,1,12,Highly Rural/ Rural, $-   , $-   
670,46," $52,955.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
671,34," $33,197.00 ",Yes,High School,0,6,Highly Urban/ Urban, $-   , $-   
672,37," $22,699.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
673,46," $144,448.00 ",No,Masters,3,17,Highly Urban/ Urban, $-   , $-   
674,30," $28,162.00 ",Yes,<High School,0,7,Highly Urban/ Urban," $49,131.00 "," $61,413.75 "
675,49," $39,934.00 ",Yes,High School,0,4,Highly Rural/ Rural, $-   , $-   
676,46," $33,333.00 ",Yes,High School,0,5,Highly Rural/ Rural, $-   , $-   
677,41," $65,901.00 ",Yes,PhD,1,8,Highly Urban/ Urban, $-   , $-   
678,57, $-   ,Yes,<High School,8,1,Highly Urban/ Urban," $2,933.00 "," $3,666.25 "
679,40," $96,613.00 ",No,Bachelors,3,5,Highly Urban/ Urban," $4,426.00 "," $5,532.50 "
680,36," $46,195.00 ",Yes,Bachelors,0,14,Highly Rural/ Rural, $-   , $-   
681,53," $127,003.00 ",Yes,PhD,2,16,Highly Urban/ Urban, $-   , $-   
682,39," $56,014.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
683,28," $62,294.00 ",No,High School,1,8,Highly Rural/ Rural, $-   , $-   
684,46," $99,224.00 ",Yes,Bachelors,1,11,Highly Rural/ Rural, $-   , $-   
685,53," $58,231.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
686,39," $31,869.00 ",No,High School,4,7,Highly Urban/ Urban," $8,431.00 "," $10,538.75 "
687,44," $57,857.00 ",No,Bachelors,0,7,Highly Urban/ Urban, $-   , $-   
688,38," $57,890.00 ",No,Bachelors,2,13,Highly Urban/ Urban, $-   , $-   
689,30," $42,579.00 ",Yes,High School,0,7,Highly Urban/ Urban," $2,974.00 "," $3,717.50 "
690,44," $64,617.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
691,37," $101,863.00 ",No,Bachelors,0,5,Highly Urban/ Urban, $-   , $-   
692,24," $6,862.00 ",No,Bachelors,4,9,Highly Urban/ Urban," $11,226.00 "," $14,032.50 "
693,44," $110,556.00 ",Yes,Masters,2,14,Highly Urban/ Urban, $-   , $-   
694,57," $66,293.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban, $-   , $-   
695,52, $-   ,Yes,High School,0,7,Highly Urban/ Urban, $-   , $-   
696,55," $7,231.00 ",Yes,Masters,2,12,Highly Urban/ Urban," $26,871.00 "," $33,588.75 "
697,49," $95,637.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
698,52," $82,599.00 ",No,Masters,2,26,Highly Urban/ Urban, $-   , $-   
699,51," $58,184.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
700,51," $122,934.00 ",No,Bachelors,6,11,Highly Urban/ Urban," $4,992.00 "," $6,240.00 "
701,48," $80,657.00 ",Yes,Bachelors,4,9,Highly Urban/ Urban," $2,928.00 "," $3,660.00 "
702,48," $19,718.00 ",Yes,<High School,2,1,Highly Urban/ Urban, $-   , $-   
703,45, $-   ,Yes,<High School,0,7,Highly Urban/ Urban, $-   , $-   
704,51," $77,728.00 ",No,Bachelors,4,9,Highly Urban/ Urban," $8,466.00 "," $10,582.50 "
705,53," $73,056.00 ",No,Bachelors,1,12,Highly Urban/ Urban, $-   , $-   
706,46," $93,543.00 ",No,Masters,6,16,Highly Urban/ Urban," $43,170.00 "," $53,962.50 "
707,54," $1,590.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
708,31," $17,645.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
709,47," $40,460.00 ",No,Masters,1,16,Highly Rural/ Rural, $-   , $-   
710,51," $15,542.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   , $-   
711,38," $25,123.00 ",Yes,<High School,1,1,Highly Rural/ Rural, $-   , $-   
712,47," $52,814.00 ",Yes,High School,0,11,Highly Rural/ Rural, $-   , $-   
713,45," $116,018.00 ",Yes,Bachelors,2,4,Highly Urban/ Urban," $16,545.00 "," $20,681.25 "
714,52," $147,666.00 ",Yes,Masters,0,17,Highly Rural/ Rural, $-   , $-   
715,50," $92,321.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   , $-   
716,47," $86,434.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
717,27," $7,989.00 ",Yes,High School,2,1,Highly Rural/ Rural, $-   , $-   
718,42," $129,274.00 ",Yes,PhD,3,22,Highly Urban/ Urban, $-   , $-   
719,25," $24,234.00 ",Yes,Bachelors,1,15,Highly Rural/ Rural," $1,368.00 "," $1,710.00 "
720,46, $-   ,Yes,Bachelors,2,10,Highly Urban/ Urban," $6,913.00 "," $8,641.25 "
721,36," $64,677.00 ",No,Masters,5,23,Highly Urban/ Urban," $8,190.00 "," $10,237.50 "
722,44," $74,483.00 ",Yes,High School,0,5,Highly Rural/ Rural, $-   , $-   
723,49," $117,252.00 ",No,Masters,0,15,Highly Urban/ Urban," $6,494.00 "," $8,117.50 "
724,41," $105,563.00 ",Yes,Masters,0,18,Highly Urban/ Urban," $35,585.00 "," $44,481.25 "
725,54," $63,212.00 ",Yes,High School,0,1,Highly Urban/ Urban," $6,712.00 "," $8,390.00 "
726,46," $39,075.00 ",Yes,Masters,3,18,Highly Urban/ Urban, $-   , $-   
727,46," $62,886.00 ",No,Bachelors,6,6,Highly Urban/ Urban," $5,290.00 "," $6,612.50 "
728,40," $33,150.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
729,33," $112,943.00 ",Yes,PhD,0,19,Highly Urban/ Urban, $-   , $-   
730,45," $36,365.00 ",No,High School,3,8,Highly Urban/ Urban, $-   , $-   
731,36," $35,990.00 ",No,High School,3,1,Highly Rural/ Rural," $10,310.00 "," $12,887.50 "
732,50," $102,191.00 ",Yes,Masters,0,21,Highly Urban/ Urban," $8,730.00 "," $10,912.50 "
733,44," $19,237.00 ",Yes,<High School,0,5,Highly Urban/ Urban, $-   , $-   
734,46," $132,767.00 ",Yes,Masters,1,9,Highly Urban/ Urban, $-   , $-   
735,35," $99,325.00 ",No,Bachelors,3,15,Highly Urban/ Urban," $1,994.00 "," $2,492.50 "
736,47," $183,410.00 ",Yes,Masters,2,17,Highly Urban/ Urban, $-   , $-   
737,59," $69,483.00 ",Yes,Bachelors,1,12,Highly Rural/ Rural, $-   , $-   
738,37," $55,341.00 ",Yes,Masters,0,17,Highly Urban/ Urban," $12,204.00 "," $15,255.00 "
739,41," $130,607.00 ",Yes,Masters,3,21,Highly Urban/ Urban, $-   , $-   
740,43," $135,157.00 ",Yes,PhD,0,16,Highly Urban/ Urban, $-   , $-   
741,30," $132,463.00 ",No,Bachelors,5,11,Highly Urban/ Urban," $5,007.00 "," $6,258.75 "
742,43," $215,536.00 ",Yes,PhD,1,13,Highly Urban/ Urban, $-   , $-   
743,50," $180,783.00 ",Yes,PhD,1,16,Highly Urban/ Urban, $-   , $-   
744,40," $71,237.00 ",Yes,Bachelors,5,13,Highly Urban/ Urban," $30,001.00 "," $37,501.25 "
745,49," $45,551.00 ",No,Bachelors,2,9,Highly Urban/ Urban," $5,545.00 "," $6,931.25 "
746,51," $36,431.00 ",Yes,High School,1,1,Highly Rural/ Rural, $-   , $-   
747,40, $-   ,No,High School,0,10,Highly Rural/ Rural, $-   , $-   
748,33," $58,973.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   , $-   
749,37," $107,765.00 ",No,Masters,1,17,Highly Urban/ Urban," $5,818.00 "," $7,272.50 "
750,35," $8,746.00 ",Yes,High School,6,1,Highly Urban/ Urban, $-   , $-   
751,26," $53,982.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   , $-   
752,42," $9,950.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
753,35," $32,994.00 ",No,<High School,3,1,Highly Urban/ Urban, $-   , $-   
754,55," $44,427.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
755,48," $87,020.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
756,49, $-   ,No,Bachelors,5,9,Highly Urban/ Urban, $-   , $-   
757,37," $6,478.00 ",Yes,High School,0,8,Highly Urban/ Urban, $-   , $-   
758,48," $117,338.00 ",Yes,PhD,0,20,Highly Urban/ Urban, $-   , $-   
759,55," $74,385.00 ",No,Bachelors,7,12,Highly Rural/ Rural," $8,533.00 "," $10,666.25 "
760,43," $54,641.00 ",Yes,<High School,0,8,Highly Urban/ Urban, $-   , $-   
761,62," $133,130.00 ",Yes,Masters,0,20,Highly Urban/ Urban, $-   , $-   
762,47," $76,134.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
763,36," $75,587.00 ",No,Bachelors,2,6,Highly Urban/ Urban," $3,753.00 "," $4,691.25 "
764,44," $48,088.00 ",Yes,High School,2,6,Highly Urban/ Urban," $3,647.00 "," $4,558.75 "
765,48," $136,008.00 ",No,Masters,2,11,Highly Urban/ Urban, $-   , $-   
766,31," $14,064.00 ",No,<High School,2,5,Highly Urban/ Urban," $9,237.00 "," $11,546.25 "
767,40," $83,999.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
768,40," $37,958.00 ",No,Bachelors,0,10,Highly Urban/ Urban," $15,849.00 "," $19,811.25 "
769,39, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
770,33," $13,812.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
771,37," $90,295.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   , $-   
772,51," $121,900.00 ",Yes,Masters,4,15,Highly Urban/ Urban," $5,519.00 "," $6,898.75 "
773,35," $71,424.00 ",No,Masters,1,21,Highly Urban/ Urban, $-   , $-   
774,38," $97,821.00 ",Yes,Masters,3,10,Highly Urban/ Urban, $-   , $-   
775,48," $24,503.00 ",No,<High School,0,8,Highly Rural/ Rural, $-   , $-   
776,41," $18,939.00 ",No,<High School,1,1,Highly Urban/ Urban," $41,669.00 "," $52,086.25 "
777,44," $102,872.00 ",No,Bachelors,1,17,Highly Urban/ Urban, $-   , $-   
778,32, $-   ,No,High School,1,8,Highly Urban/ Urban," $3,928.00 "," $4,910.00 "
779,25, $-   ,Yes,High School,3,1,Highly Rural/ Rural," $4,920.00 "," $6,150.00 "
780,48," $30,377.00 ",Yes,High School,0,12,Highly Urban/ Urban, $-   , $-   
781,36," $7,585.00 ",Yes,<High School,7,1,Highly Urban/ Urban," $6,826.00 "," $8,532.50 "
782,41," $44,224.00 ",Yes,Bachelors,0,11,Highly Rural/ Rural, $-   , $-   
783,43," $83,550.00 ",No,Bachelors,0,13,Highly Urban/ Urban, $-   , $-   
784,49," $8,252.00 ",No,<High School,0,6,Highly Rural/ Rural, $-   , $-   
785,30," $106,722.00 ",No,Bachelors,0,13,Highly Urban/ Urban, $-   , $-   
786,43," $12,284.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   , $-   
787,52," $92,182.00 ",Yes,High School,0,1,Highly Urban/ Urban," $7,888.00 "," $9,860.00 "
788,35," $49,299.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   , $-   
789,42," $57,379.00 ",No,High School,2,1,Highly Urban/ Urban," $5,858.00 "," $7,322.50 "
790,41," $28,194.00 ",No,High School,1,1,Highly Urban/ Urban," $7,645.00 "," $9,556.25 "
791,46," $40,264.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   , $-   
792,24, $-   ,No,High School,3,6,Highly Rural/ Rural, $-   , $-   
793,42," $44,661.00 ",Yes,Masters,3,9,Highly Urban/ Urban," $7,637.00 "," $9,546.25 "
794,45," $78,796.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   , $-   
795,23," $27,239.00 ",No,High School,5,1,Highly Urban/ Urban, $-   , $-   
796,37, $591.00 ,Yes,<High School,4,5,Highly Rural/ Rural, $-   , $-   
797,45," $131,148.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
798,65, $-   ,Yes,PhD,0,13,Highly Rural/ Rural, $-   , $-   
799,45," $227,092.00 ",No,PhD,0,20,Highly Urban/ Urban, $-   , $-   
800,45," $103,093.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
801,45," $107,537.00 ",Yes,Masters,0,12,Highly Urban/ Urban, $-   , $-   
802,55," $87,793.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
803,42," $42,891.00 ",Yes,High School,0,6,Highly Urban/ Urban," $3,790.00 "," $4,737.50 "
804,43," $66,101.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
805,54," $19,394.00 ",Yes,Masters,0,9,Highly Urban/ Urban, $-   , $-   
806,49," $70,497.00 ",Yes,Bachelors,3,11,Highly Urban/ Urban, $-   , $-   
807,26," $28,726.00 ",Yes,High School,0,9,Highly Rural/ Rural," $7,081.00 "," $8,851.25 "
808,30," $112,687.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
809,59," $83,937.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   , $-   
810,33," $54,109.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
811,45," $63,479.00 ",Yes,Bachelors,0,14,Highly Urban/ Urban, $-   , $-   
812,45," $32,959.00 ",Yes,<High School,1,2,Highly Rural/ Rural, $-   , $-   
813,39," $106,944.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   , $-   
814,44," $84,736.00 ",Yes,Masters,3,17,Highly Urban/ Urban," $2,772.00 "," $3,465.00 "
815,56," $63,535.00 ",No,High School,1,4,Highly Urban/ Urban," $30,094.00 "," $37,617.50 "
816,50," $62,069.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban, $-   , $-   
817,31," $26,119.00 ",Yes,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
818,57," $93,870.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   , $-   
819,57," $216,985.00 ",No,PhD,5,13,Highly Urban/ Urban, $-   , $-   
820,51," $54,920.00 ",No,Masters,1,10,Highly Urban/ Urban, $-   , $-   
821,49," $66,196.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban," $28,274.00 "," $35,342.50 "
822,47," $77,501.00 ",Yes,High School,2,12,Highly Urban/ Urban," $8,657.00 "," $10,821.25 "
823,38," $136,334.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   , $-   
824,70," $12,280.00 ",No,High School,3,6,Highly Urban/ Urban," $2,080.00 "," $2,600.00 "
825,53," $176,037.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
826,58," $103,555.00 ",No,Masters,0,17,Highly Rural/ Rural, $-   , $-   
827,39," $21,561.00 ",Yes,High School,1,1,Highly Urban/ Urban," $2,904.00 "," $3,630.00 "
828,32, $-   ,Yes,<High School,0,8,Highly Urban/ Urban, $-   , $-   
829,37," $67,175.00 ",No,PhD,5,22,Highly Urban/ Urban, $-   , $-   
830,48," $40,408.00 ",No,High School,1,1,Highly Urban/ Urban, $-   , $-   
831,37," $24,447.00 ",Yes,Masters,3,13,Highly Urban/ Urban, $-   , $-   
832,44," $35,794.00 ",Yes,PhD,3,18,Highly Urban/ Urban," $45,337.00 "," $56,671.25 "
833,47," $143,716.00 ",Yes,PhD,2,16,Highly Urban/ Urban, $-   , $-   
834,45," $72,727.00 ",Yes,Bachelors,2,10,Highly Urban/ Urban, $-   , $-   
835,54," $133,979.00 ",Yes,PhD,1,14,Highly Urban/ Urban, $-   , $-   
836,50," $227,493.00 ",No,PhD,3,16,Highly Urban/ Urban, $-   , $-   
837,47," $63,239.00 ",Yes,<High School,0,1,Highly Urban/ Urban," $8,752.00 "," $10,940.00 "
838,39," $26,840.00 ",No,Masters,4,9,Highly Urban/ Urban," $5,477.00 "," $6,846.25 "
839,40," $87,967.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   , $-   
840,38," $100,355.00 ",No,Masters,1,17,Highly Rural/ Rural, $-   , $-   
841,51, $-   ,Yes,High School,3,5,Highly Urban/ Urban, $-   , $-   
842,41," $143,887.00 ",Yes,PhD,1,20,Highly Urban/ Urban, $-   , $-   
843,58," $86,647.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   , $-   
844,54," $70,008.00 ",No,Masters,0,14,Highly Rural/ Rural, $-   , $-   
845,47," $68,602.00 ",No,<High School,2,4,Highly Urban/ Urban," $9,136.00 "," $11,420.00 "
846,29," $62,116.00 ",No,Bachelors,1,6,Highly Urban/ Urban," $3,165.00 "," $3,956.25 "
847,50," $72,930.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
848,46," $16,717.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $-   , $-   
849,41, $-   ,No,Bachelors,1,1,Highly Rural/ Rural," $3,825.00 "," $4,781.25 "
850,41," $72,768.00 ",Yes,Bachelors,0,7,Highly Rural/ Rural, $-   , $-   
851,46," $69,350.00 ",Yes,Bachelors,6,7,Highly Urban/ Urban," $1,699.00 "," $2,123.75 "
852,49," $99,292.00 ",Yes,Masters,0,16,Highly Urban/ Urban, $-   , $-   
853,53," $173,218.00 ",No,PhD,0,6,Highly Urban/ Urban, $-   , $-   
854,46," $54,340.00 ",Yes,Bachelors,5,13,Highly Urban/ Urban, $-   , $-   
855,42," $49,120.00 ",No,Bachelors,2,9,Highly Urban/ Urban," $1,775.00 "," $2,218.75 "
856,38," $26,074.00 ",Yes,High School,3,1,Highly Urban/ Urban, $-   , $-   
857,51, $-   ,Yes,High School,0,5,Highly Urban/ Urban," $3,029.00 "," $3,786.25 "
858,57," $18,306.00 ",Yes,Masters,0,11,Highly Rural/ Rural, $-   , $-   
859,53," $17,424.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural, $-   , $-   
860,40," $52,475.00 ",No,Masters,3,16,Highly Urban/ Urban, $-   , $-   
861,40," $157,263.00 ",No,Masters,1,18,Highly Urban/ Urban, $-   , $-   
862,62," $103,109.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   , $-   
863,47," $92,214.00 ",No,Bachelors,4,7,Highly Urban/ Urban," $5,184.00 "," $6,480.00 "
864,46," $63,553.00 ",Yes,Masters,0,14,Highly Urban/ Urban," $37,876.00 "," $47,345.00 "
865,45, $-   ,Yes,High School,6,9,Highly Urban/ Urban," $9,063.00 "," $11,328.75 "
866,39," $98,997.00 ",No,High School,0,9,Highly Urban/ Urban, $-   , $-   
867,35," $27,446.00 ",Yes,High School,1,8,Highly Urban/ Urban, $-   , $-   
868,45," $37,846.00 ",No,<High School,1,1,Highly Rural/ Rural, $-   , $-   
869,49," $75,580.00 ",Yes,Masters,1,14,Highly Urban/ Urban, $-   , $-   
870,35," $8,276.00 ",Yes,High School,4,7,Highly Urban/ Urban, $-   , $-   
871,54," $130,241.00 ",Yes,PhD,3,16,Highly Urban/ Urban, $-   , $-   
872,42, $-   ,Yes,Bachelors,0,11,Highly Rural/ Rural, $-   , $-   
873,50," $104,831.00 ",No,Masters,3,16,Highly Urban/ Urban," $6,657.00 "," $8,321.25 "
874,56, $-   ,Yes,Bachelors,1,13,Highly Rural/ Rural, $-   , $-   
875,41," $95,076.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   , $-   
876,42," $109,098.00 ",Yes,High School,0,4,Highly Urban/ Urban," $1,015.00 "," $1,268.75 "
877,48," $105,299.00 ",No,High School,2,1,Highly Urban/ Urban," $6,936.00 "," $8,670.00 "
878,27," $166,855.00 ",Yes,Bachelors,3,6,Highly Rural/ Rural, $-   , $-   
879,21, $-   ,No,High School,7,1,Highly Rural/ Rural," $3,231.00 "," $4,038.75 "
880,41, $-   ,Yes,High School,0,1,Highly Rural/ Rural, $-   , $-   
881,49, $-   ,No,PhD,2,19,Highly Urban/ Urban," $7,665.00 "," $9,581.25 "
882,25," $78,062.00 ",No,High School,0,12,Highly Urban/ Urban, $-   , $-   
883,42," $61,322.00 ",No,High School,2,1,Highly Rural/ Rural, $-   , $-   
884,42," $97,054.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   , $-   
885,42," $58,453.00 ",No,Bachelors,1,9,Highly Urban/ Urban, $-   , $-   
886,41," $175,783.00 ",No,PhD,4,17,Highly Urban/ Urban," $4,082.00 "," $5,102.50 "
887,42," $63,180.00 ",Yes,Masters,1,12,Highly Urban/ Urban, $-   , $-   
888,41," $37,523.00 ",Yes,High School,3,11,Highly Urban/ Urban," $3,134.00 "," $3,917.50 "
889,37," $73,897.00 ",Yes,Bachelors,0,6,Highly Urban/ Urban," $34,941.00 "," $43,676.25 "
890,30, $-   ,Yes,High School,0,7,Highly Urban/ Urban, $754.00 , $942.50 
891,52," $135,116.00 ",Yes,PhD,1,13,Highly Urban/ Urban, $-   , $-   
892,50," $36,605.00 ",Yes,High School,4,1,Highly Urban/ Urban," $46,625.00 "," $58,281.25 "
893,32," $39,097.00 ",Yes,<High School,1,3,Highly Urban/ Urban," $36,000.00 "," $45,000.00 "
894,50," $32,234.00 ",No,High School,1,12,Highly Rural/ Rural, $-   , $-   
895,27, $-   ,Yes,<High School,7,4,Highly Urban/ Urban," $35,165.00 "," $43,956.25 "
896,36," $121,391.00 ",No,Bachelors,3,8,Highly Urban/ Urban," $2,602.00 "," $3,252.50 "
897,46, $-   ,Yes,<High School,0,6,Highly Rural/ Rural, $-   , $-   
898,36," $30,071.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
899,49," $163,636.00 ",No,Masters,3,20,Highly Urban/ Urban, $-   , $-   
900,42," $68,171.00 ",No,Bachelors,2,10,Highly Urban/ Urban, $-   , $-   
901,63," $32,824.00 ",Yes,High School,4,4,Highly Urban/ Urban, $-   , $-   
902,64, $-   ,Yes,High School,9,8,Highly Urban/ Urban," $23,432.00 "," $29,290.00 "
903,35, $-   ,Yes,Bachelors,0,13,Highly Urban/ Urban," $4,477.00 "," $5,596.25 "
904,47," $78,119.00 ",Yes,Masters,0,18,Highly Urban/ Urban, $-   , $-   
905,57," $99,985.00 ",Yes,Masters,5,20,Highly Urban/ Urban," $6,739.00 "," $8,423.75 "
906,29, $-   ,No,High School,5,6,Highly Urban/ Urban," $52,445.00 "," $65,556.25 "
907,46," $107,006.00 ",Yes,Masters,0,15,Highly Urban/ Urban, $-   , $-   
908,37," $66,376.00 ",Yes,High School,5,5,Highly Urban/ Urban, $-   , $-   
909,56, $-   ,No,<High School,2,8,Highly Urban/ Urban," $10,612.00 "," $13,265.00 "
910,61," $52,529.00 ",Yes,Masters,0,11,Highly Rural/ Rural, $-   , $-   
911,39," $92,000.00 ",Yes,Bachelors,4,1,Highly Urban/ Urban," $8,091.00 "," $10,113.75 "
912,42," $130,882.00 ",Yes,High School,7,9,Highly Urban/ Urban," $42,820.00 "," $53,525.00 "
913,29," $36,708.00 ",No,High School,8,9,Highly Urban/ Urban," $5,618.00 "," $7,022.50 "
914,51," $65,506.00 ",No,High School,0,4,Highly Rural/ Rural, $-   , $-   
915,49," $89,547.00 ",No,Masters,0,19,Highly Urban/ Urban, $-   , $-   
916,45," $79,720.00 ",Yes,Masters,1,14,Highly Urban/ Urban, $-   , $-   
917,58," $131,658.00 ",Yes,Masters,0,12,Highly Urban/ Urban, $-   , $-   
918,50," $73,668.00 ",Yes,Masters,6,11,Highly Urban/ Urban, $-   , $-   
919,35," $5,628.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
920,39," $32,188.00 ",Yes,High School,4,1,Highly Urban/ Urban," $5,399.00 "," $6,748.75 "
921,37," $97,671.00 ",Yes,Bachelors,5,7,Highly Urban/ Urban," $1,371.00 "," $1,713.75 "
922,55," $43,293.00 ",Yes,High School,3,6,Highly Rural/ Rural," $23,756.00 "," $29,695.00 "
923,55," $83,090.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   , $-   
924,54," $27,546.00 ",Yes,High School,3,5,Highly Urban/ Urban, $-   , $-   
925,42," $49,120.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   , $-   
926,45," $59,197.00 ",No,Masters,3,8,Highly Urban/ Urban," $4,940.00 "," $6,175.00 "
927,44," $188,428.00 ",Yes,PhD,2,14,Highly Urban/ Urban, $-   , $-   
928,45, $-   ,No,Masters,4,20,Highly Urban/ Urban," $52,068.00 "," $65,085.00 "
929,47," $64,183.00 ",Yes,Bachelors,1,7,Highly Urban/ Urban, $-   , $-   
930,39," $92,117.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
931,46," $154,985.00 ",No,PhD,4,10,Highly Urban/ Urban, $-   , $-   
932,48," $35,398.00 ",No,High School,2,9,Highly Rural/ Rural, $-   , $-   
933,47," $23,596.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   , $-   
934,41," $29,622.00 ",Yes,<High School,0,1,Highly Rural/ Rural, $-   , $-   
935,57," $75,468.00 ",Yes,Masters,0,21,Highly Urban/ Urban, $-   , $-   
936,29," $79,059.00 ",Yes,Masters,0,8,Highly Urban/ Urban," $5,903.00 "," $7,378.75 "
937,37," $55,242.00 ",No,High School,0,1,Highly Urban/ Urban," $33,030.00 "," $41,287.50 "
938,44," $98,743.00 ",No,Masters,5,18,Highly Urban/ Urban," $5,632.00 "," $7,040.00 "
939,33," $67,171.00 ",Yes,Masters,1,15,Highly Urban/ Urban, $-   , $-   
940,55, $-   ,Yes,High School,3,10,Highly Urban/ Urban, $-   , $-   
941,50," $77,214.00 ",No,Bachelors,0,7,Highly Urban/ Urban," $2,657.00 "," $3,321.25 "
942,45," $28,731.00 ",No,High School,0,1,Highly Urban/ Urban, $-   , $-   
943,52," $16,253.00 ",No,<High School,3,7,Highly Urban/ Urban, $969.00 ," $1,211.25 "
944,32," $109,683.00 ",No,Bachelors,0,9,Highly Urban/ Urban," $30,571.00 "," $38,213.75 "
945,39," $93,925.00 ",No,Masters,0,16,Highly Urban/ Urban, $-   , $-   
946,45," $51,655.00 ",No,High School,1,6,Highly Rural/ Rural, $-   , $-   
947,38," $54,597.00 ",Yes,High School,1,13,Highly Urban/ Urban, $-   , $-   
948,39," $48,738.00 ",Yes,Bachelors,0,1,Highly Rural/ Rural," $5,115.00 "," $6,393.75 "
949,28," $10,032.00 ",Yes,Bachelors,0,12,Highly Urban/ Urban," $12,269.00 "," $15,336.25 "
950,26," $44,386.00 ",Yes,High School,3,5,Highly Urban/ Urban," $7,611.00 "," $9,513.75 "
